title_id,title_name,genre,tags
827323,남주의 정석,로맨스,"로맨스,리얼로맨스,캠퍼스,청춘,헌신남,성장물,다정남,청춘로맨스"
829495,"아임 파인 땡큐, 앤유?",로맨스,"로맨스,리얼로맨스,설렘폭발,캠퍼스,현대,청춘,가벼운"
822862,사천당가의 검신급 소가주가 되었다,무협/사극,"무협/사극,사이다,사천당가,소년물,환생,액션,성장물,고인물,판무"
822657,환생천마,무협/사극,"무협/사극,사이다,동양,환생,액션,고인물,환골탈태,동양풍판타지"
839353,한계 찢는 천재마법사,판타지,"판타지,사이다,액션판타지,중세판타지액션,서양,생존,이능력,배틀,마법,소년물,모험,액션,성장물,환골탈태,세계관,힘숨찐"
838569,해피 페이스,액션,"액션,액션판타지,중세판타지액션,열혈,중세,서양,시대물,배틀"
