title_id,title_name,week,tab,episode_no,episode_title,uploaded_at,uploaded_at_dt,free_release_at,rating,rating_count,episode_like_count,episode_url,collected_at,detail_collected_at,episode_no_text,rating_text,raw_item_text
843872,본능적인 청혼,thu,thu,1,1화,25.10.29,2025-10-29,2025-10-28 22:00:00,9.31,788,860,https://comic.naver.com/webtoon/detail?titleId=843872&no=1&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:25.302438,1화,9.31,"1화

별점
9.31
25.10.29"
843872,본능적인 청혼,thu,thu,2,2화,25.11.05,2025-11-05 00:00:00,2025-11-04 22:00:00,9.66,581,603,https://comic.naver.com/webtoon/detail?titleId=843872&no=2&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:29.740181,2화,9.66,"2화

별점
9.66
25.11.05"
843872,본능적인 청혼,thu,thu,3,3화,25.11.12,2025-11-12 00:00:00,2025-11-11 22:00:00,9.71,524,537,https://comic.naver.com/webtoon/detail?titleId=843872&no=3&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:34.045917,3화,9.71,"3화

별점
9.71
25.11.12"
843872,본능적인 청혼,thu,thu,4,4화,25.11.19,2025-11-19 00:00:00,2025-11-18 22:00:00,9.7,470,480,https://comic.naver.com/webtoon/detail?titleId=843872&no=4&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:38.706442,4화,9.70,"4화

별점
9.70
25.11.19"
843872,본능적인 청혼,thu,thu,5,5화,25.11.26,2025-11-26 00:00:00,2025-11-25 22:00:00,9.57,451,420,https://comic.naver.com/webtoon/detail?titleId=843872&no=5&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:42.620945,5화,9.57,"5화

별점
9.57
25.11.26"
843872,본능적인 청혼,thu,thu,6,6화,25.12.03,2025-12-03 00:00:00,2025-12-02 22:00:00,9.67,452,422,https://comic.naver.com/webtoon/detail?titleId=843872&no=6&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:46.479604,6화,9.67,"6화

별점
9.67
25.12.03"
843872,본능적인 청혼,thu,thu,7,7화,25.12.10,2025-12-10 00:00:00,2025-12-09 22:00:00,9.76,421,392,https://comic.naver.com/webtoon/detail?titleId=843872&no=7&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:50.744140,7화,9.76,"7화

별점
9.76
25.12.10"
843872,본능적인 청혼,thu,thu,8,8화,25.12.17,2025-12-17 00:00:00,2025-12-16 22:00:00,9.8,408,373,https://comic.naver.com/webtoon/detail?titleId=843872&no=8&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:54.277541,8화,9.80,"8화

별점
9.80
25.12.17"
843872,본능적인 청혼,thu,thu,9,9화,25.12.24,2025-12-24 00:00:00,2025-12-23 22:00:00,9.79,375,335,https://comic.naver.com/webtoon/detail?titleId=843872&no=9&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:07:57.913234,9화,9.79,"9화

별점
9.79
25.12.24"
843872,본능적인 청혼,thu,thu,10,10화,25.12.31,2025-12-31 00:00:00,2025-12-30 22:00:00,9.83,355,308,https://comic.naver.com/webtoon/detail?titleId=843872&no=10&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:08:01.626277,10화,9.83,"10화

별점
9.83
25.12.31"
843872,본능적인 청혼,thu,thu,11,11화,26.01.07,2026-01-07 00:00:00,2026-01-06 22:00:00,9.64,355,314,https://comic.naver.com/webtoon/detail?titleId=843872&no=11&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:08:05.195834,11화,9.64,"11화

별점
9.64
26.01.07"
843872,본능적인 청혼,thu,thu,12,12화,26.01.14,2026-01-14 00:00:00,2026-01-13 22:00:00,9.85,351,309,https://comic.naver.com/webtoon/detail?titleId=843872&no=12&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:08:09.242721,12화,9.85,"12화

별점
9.85
26.01.14"
843872,본능적인 청혼,thu,thu,13,13화,26.01.21,2026-01-21 00:00:00,2026-01-20 22:00:00,9.62,338,291,https://comic.naver.com/webtoon/detail?titleId=843872&no=13&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:08:12.947087,13화,9.62,"13화

별점
9.62
26.01.21"
843872,본능적인 청혼,thu,thu,14,14화,26.01.28,2026-01-28 00:00:00,2026-01-27 22:00:00,9.65,325,278,https://comic.naver.com/webtoon/detail?titleId=843872&no=14&week=thu,2026-06-27 03:07:22.992734,2026-06-27 03:08:16.487991,14화,9.65,"14화

별점
9.65
26.01.28"
843872,본능적인 청혼,thu,thu,15,15화,26.02.04,2026-02-04 00:00:00,2026-02-03 22:00:00,9.68,304,271,https://comic.naver.com/webtoon/detail?titleId=843872&no=15&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:20.310520,15화,9.68,"15화

별점
9.68
26.02.04"
843872,본능적인 청혼,thu,thu,16,16화,26.02.11,2026-02-11 00:00:00,2026-02-10 22:00:00,9.67,296,250,https://comic.naver.com/webtoon/detail?titleId=843872&no=16&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:24.037877,16화,9.67,"16화

별점
9.67
26.02.11"
843872,본능적인 청혼,thu,thu,17,17화,26.02.18,2026-02-18 00:00:00,2026-02-17 22:00:00,9.7,294,251,https://comic.naver.com/webtoon/detail?titleId=843872&no=17&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:27.988138,17화,9.70,"17화

별점
9.70
26.02.18"
843872,본능적인 청혼,thu,thu,18,18화,26.02.25,2026-02-25 00:00:00,2026-02-24 22:00:00,9.66,271,235,https://comic.naver.com/webtoon/detail?titleId=843872&no=18&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:31.817796,18화,9.66,"18화

별점
9.66
26.02.25"
843872,본능적인 청혼,thu,thu,19,19화,26.03.04,2026-03-04 00:00:00,2026-03-03 22:00:00,9.68,270,233,https://comic.naver.com/webtoon/detail?titleId=843872&no=19&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:35.220699,19화,9.68,"19화

별점
9.68
26.03.04"
843872,본능적인 청혼,thu,thu,20,20화,26.03.11,2026-03-11 00:00:00,2026-03-10 22:00:00,9.47,266,220,https://comic.naver.com/webtoon/detail?titleId=843872&no=20&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:38.609016,20화,9.47,"20화

별점
9.47
26.03.11"
843872,본능적인 청혼,thu,thu,21,21화,26.03.25,2026-03-25 00:00:00,2026-03-24 22:00:00,9.72,252,204,https://comic.naver.com/webtoon/detail?titleId=843872&no=21&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:42.069728,21화,9.72,"21화

별점
9.72
26.03.25"
843872,본능적인 청혼,thu,thu,22,22화,26.04.01,2026-04-01 00:00:00,2026-03-31 22:00:00,9.59,249,198,https://comic.naver.com/webtoon/detail?titleId=843872&no=22&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:45.564971,22화,9.59,"22화

별점
9.59
26.04.01"
843872,본능적인 청혼,thu,thu,23,23화,26.04.08,2026-04-08 00:00:00,2026-04-07 22:00:00,9.67,253,176,https://comic.naver.com/webtoon/detail?titleId=843872&no=23&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:48.920683,23화,9.67,"23화

별점
9.67
26.04.08"
843872,본능적인 청혼,thu,thu,24,24화,26.04.15,2026-04-15 00:00:00,2026-04-14 22:00:00,9.77,255,180,https://comic.naver.com/webtoon/detail?titleId=843872&no=24&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:52.450834,24화,9.77,"24화

별점
9.77
26.04.15"
843872,본능적인 청혼,thu,thu,25,25화,26.04.22,2026-04-22 00:00:00,2026-04-21 22:00:00,9.73,240,184,https://comic.naver.com/webtoon/detail?titleId=843872&no=25&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:55.952338,25화,9.73,"25화

별점
9.73
26.04.22"
843872,본능적인 청혼,thu,thu,26,26화,26.04.29,2026-04-29 00:00:00,2026-04-28 22:00:00,9.81,228,188,https://comic.naver.com/webtoon/detail?titleId=843872&no=26&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:08:59.526067,26화,9.81,"26화

별점
9.81
26.04.29"
843872,본능적인 청혼,thu,thu,27,27화,26.05.06,2026-05-06 00:00:00,2026-05-05 22:00:00,9.47,206,163,https://comic.naver.com/webtoon/detail?titleId=843872&no=27&week=thu,2026-06-27 03:07:22.254865,2026-06-27 03:09:02.628556,27화,9.47,"27화

별점
9.47
26.05.06"
