title_id,title_name,week,tab,episode_no,episode_title,uploaded_at,uploaded_at_dt,free_release_at,rating,rating_count,episode_like_count,episode_url,collected_at,episode_no_text,rating_text,raw_item_text,list_page_no
839353,한계 찢는 천재마법사,tue,tue,1,1화,25.05.26,2025-05-26,2025-05-25 22:00:00,9.7,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=1&week=tue,2026-06-05 03:11:44.502682,1화,9.70,"1화

별점
9.70
25.05.26",3
839353,한계 찢는 천재마법사,tue,tue,2,2화,25.05.26,2025-05-26,2025-05-25 22:00:00,9.67,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=2&week=tue,2026-06-05 03:11:44.502682,2화,9.67,"2화

별점
9.67
25.05.26",3
839353,한계 찢는 천재마법사,tue,tue,3,3화,25.06.02,2025-06-02,2025-06-01 22:00:00,9.43,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=3&week=tue,2026-06-05 03:11:44.502682,3화,9.43,"3화

별점
9.43
25.06.02",3
839353,한계 찢는 천재마법사,tue,tue,4,4화,25.06.09,2025-06-09,2025-06-08 22:00:00,9.6,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=4&week=tue,2026-06-05 03:11:44.502682,4화,9.60,"4화

별점
9.60
25.06.09",3
839353,한계 찢는 천재마법사,tue,tue,5,5화,25.06.16,2025-06-16,2025-06-15 22:00:00,9.66,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=5&week=tue,2026-06-05 03:11:44.502682,5화,9.66,"5화

별점
9.66
25.06.16",3
839353,한계 찢는 천재마법사,tue,tue,6,6화,25.06.23,2025-06-23,2025-06-22 22:00:00,9.75,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=6&week=tue,2026-06-05 03:11:44.502682,6화,9.75,"6화

별점
9.75
25.06.23",3
839353,한계 찢는 천재마법사,tue,tue,7,7화,25.06.30,2025-06-30,2025-06-29 22:00:00,9.8,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=7&week=tue,2026-06-05 03:11:44.502682,7화,9.80,"7화

별점
9.80
25.06.30",3
839353,한계 찢는 천재마법사,tue,tue,8,8화,25.07.07,2025-07-07,2025-07-06 22:00:00,9.81,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=8&week=tue,2026-06-05 03:11:44.502682,8화,9.81,"8화

별점
9.81
25.07.07",3
839353,한계 찢는 천재마법사,tue,tue,9,9화,25.07.14,2025-07-14,2025-07-13 22:00:00,9.85,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=9&week=tue,2026-06-05 03:11:44.502682,9화,9.85,"9화

별점
9.85
25.07.14",3
839353,한계 찢는 천재마법사,tue,tue,10,10화,25.07.21,2025-07-21,2025-07-20 22:00:00,9.79,,,https://comic.naver.com/webtoon/detail?titleId=839353&no=10&week=tue,2026-06-05 03:11:44.502682,10화,9.79,"10화

별점
9.79
25.07.21",3
