weekday,rank,webtoon_title,webtoon_author,webtoon_title_id,webtoon_url,series_product_no,series_title,series_title_raw,series_episode_info,series_total_episode_count,series_completion_status,series_author,series_author_raw,series_url,match_status,download_status,series_result_text,weekday_list,weekday_row_count,serial_weekdays,serial_weekday_count,pre_collect_weekdays,post_24h_collect_weekdays,is_download_collectable,release_weekday,release_weekday_ko,pre_collect_weekday,post_24h_collect_weekday,release_event_key,collection_context,target_reason,series_download_text,series_download_count,current_url,snapshot_id,snapshot_weekday,snapshot_weekday_ko,snapshot_started_at_kst,snapshot_date_kst,snapshot_time_kst,item_collect_started_at_kst,item_collect_finished_at_kst,item_collect_elapsed_seconds,collected_at_kst,collected_date_kst,collected_time_kst,snapshot_finished_at_kst,snapshot_elapsed_seconds,dt,baseline_found,baseline_snapshot_id,baseline_collected_at_kst,baseline_download_text,baseline_download_count,download_increase,download_increase_rate
tue,40,생활의 참견 2 : 지금은 가족시절,김양수,849676,https://comic.naver.com/webtoon/list?titleId=849676&tab=tue,14011888,생활의 참견 2 : 지금은 가족시절,생활의 참견 2 : 지금은 가족시절 (총 20화/미완결),총 20화/미완결,20.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14011888,matched,ok,"생활의 참견 2 : 지금은 가족시절 (총 20화/미완결)
평점
10.0 | 김양수 | 2026.06.08. | 총20화/미완결 | 15화 무료
쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,자라난 아이들과 더욱 강력해진 케미로 그가 돌아왔다!","tue,fri",2,"tue,fri",2,"mon,thu","tue,fri",True,fri,금,thu,fri,14011888_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,2.8만,28000.0,https://series.naver.com/comic/detail.series?productNo=14011888,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:03,2026-06-19 01:17:05,2.38,2026-06-19 01:17:05,2026-06-19,01:17:05,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:05,True,20260618_054937,2026-06-18 05:57:40,2.8만,28000.0,0.0,0.0
fri,90,내가 죽인 전남편과 재혼하겠습니다,깜자,849684,https://comic.naver.com/webtoon/list?titleId=849684&tab=fri,13971725,내가 죽인 전남편과 재혼하겠습니다,내가 죽인 전남편과 재혼하겠습니다 (총 12화/미완결),총 12화/미완결,12.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=13971725,matched,ok,"내가 죽인 전남편과 재혼하겠습니다 (총 12화/미완결)
평점
10.0 | 미건 | 2026.06.04. | 총12화/미완결 | 7화 무료
""전생에 널 죽인 게 나야. 이번 생의 널 살린 것도 나고.“부인의 가족을 몰살한 남편, 그런 남편을 살해한 부인.파국을 맞이했던 원수보다 못한 남편과 현대에서 다시 만나 주어진 시간 안에 재혼해야만 한다.피를 묻힌 바리에게..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,13971725_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,3.2만,32000.0,https://series.naver.com/comic/detail.series?productNo=13971725,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:07,2026-06-19 01:17:09,2.06,2026-06-19 01:17:09,2026-06-19,01:17:09,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:09,True,20260618_054937,2026-06-18 05:57:44,3.2만,32000.0,0.0,0.0
fri,74,"빚, 나는 연인",김순돌,849749,https://comic.naver.com/webtoon/list?titleId=849749&tab=fri,14025289,"빚, 나는 연인","빚, 나는 연인 (총 10화/미완결)",총 10화/미완결,10.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14025289,matched,ok,"빚, 나는 연인 (총 10화/미완결)
평점
10.0 | 김순돌 김순돌 | 2026.06.04. | 총10화/미완결 | 5화 무료
오랜 연인과 절친한 친구의 바람.그들의 배신으로 사랑과 우정을 동시에 잃은 이봄.전 연인이 빌려 간 5천만 원마저 사라진 순간, 수상한 남자 백도혁이 나타난다.“사람은요, 자기 손에서 놓친 게 더 빛나 보이면결국 다시 돌..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14025289_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,10.2만,102000.0,https://series.naver.com/comic/detail.series?productNo=14025289,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:10,2026-06-19 01:17:12,2.17,2026-06-19 01:17:12,2026-06-19,01:17:12,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:12,True,20260618_054937,2026-06-18 05:57:48,10.2만,102000.0,0.0,0.0
tue,25,커플이상 부부미만,마자,850026,https://comic.naver.com/webtoon/list?titleId=850026&tab=tue,14070509,커플이상 부부미만,커플이상 부부미만 (총 14화/미완결),총 14화/미완결,14.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14070509,matched,ok,"커플이상 부부미만 (총 14화/미완결)
평점
10.0 | 마자 마자 | 2026.06.08. | 총14화/미완결 | 9화 무료
결혼까진 좀 그렇고… 일단 한번 같이 살아볼까?연애하는 룸메이트! 결혼 맛보기 스푼! 커플보다는 가깝고 부부보다는 먼 동거 커플의 일상!본격적인 혼인숙려기간 시작!","tue,fri",2,"tue,fri",2,"mon,thu","tue,fri",True,fri,금,thu,fri,14070509_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,3.4만,34000.0,https://series.naver.com/comic/detail.series?productNo=14070509,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:13,2026-06-19 01:17:15,1.98,2026-06-19 01:17:15,2026-06-19,01:17:15,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:15,True,20260618_054937,2026-06-18 05:57:52,3.4만,34000.0,0.0,0.0
fri,19,검술명가의 네크로맨서,해귤,850499,https://comic.naver.com/webtoon/list?titleId=850499&tab=fri,14132199,검술명가의 네크로맨서,검술명가의 네크로맨서 (총 13화/미완결),총 13화/미완결,13.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14132199,matched,ok,"검술명가의 네크로맨서 (총 13화/미완결)
평점
9.5 | 해귤, 감튀이이이 이광수 | 2026.06.04. | 총13화/미완결 | 6화 무료
대륙을 공포로 몰아넣었던 최강의 네크로맨서 아키몬드.그는 영웅 베르켈 라인란트의 검에 목숨을 잃는다.그리고 200년 후, 어느 가문의 아기로 태어나 첫 마디를 뱉는다.“어둠의 문지기와 하수인 그리고 병사들이여, 내 명을..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14132199_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,84.5만,845000.0,https://series.naver.com/comic/detail.series?productNo=14132199,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:17,2026-06-19 01:17:19,2.27,2026-06-19 01:17:19,2026-06-19,01:17:19,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:19,True,20260618_054937,2026-06-18 05:57:55,84.5만,845000.0,0.0,0.0
fri,73,세상 사람들이 모두가 고양이라면,기선,850657,https://comic.naver.com/webtoon/list?titleId=850657&tab=fri,14152275,세상 사람들이 모두가 고양이라면,세상 사람들이 모두가 고양이라면 (총 9화/미완결),총 9화/미완결,9.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14152275,matched,ok,"세상 사람들이 모두가 고양이라면 (총 9화/미완결)
평점
10.0 | 기선 덕귀 | 2026.06.04. | 총9화/미완결 | 4화 무료
세상 사람들이 전부 고양이로 보인다!? 사람이 모두 고양이로 보이는 특별한 능력과 함께 과거로 회귀한 소미.외모 편견 없이 세상을 다시 살아보려던 그녀 앞에, 특별한 고양이 두 마리... 아니, 두 남자가 나타난다.고양이와 인..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14152275_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,4만,40000.0,https://series.naver.com/comic/detail.series?productNo=14152275,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:20,2026-06-19 01:17:23,2.39,2026-06-19 01:17:23,2026-06-19,01:17:23,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:23,True,20260618_054937,2026-06-18 05:58:00,4만,40000.0,0.0,0.0
fri,54,7황자는 애매해서 탈출합니다,건진,850682,https://comic.naver.com/webtoon/list?titleId=850682&tab=fri,14157833,7황자는 애매해서 탈출합니다,7황자는 애매해서 탈출합니다 (총 7화/미완결),총 7화/미완결,7.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14157833,matched,ok,"7황자는 애매해서 탈출합니다 (총 7화/미완결)
평점
8.4 | 건진, 핏수 천진희 | 2026.06.04. | 총7화/미완결 | 2화 무료
고된 하루 끝 갑작스런 고통과 함께 판타지 소설 <다크 헤더> 속으로 빙의했다!그런데…하필이면 3년 뒤 비참하게 처형당할 운명인 망나니 7황자라고?!이제부터 목표는 단 하나, 원작의 주인공이 등장할 때까지 숨죽여 지내..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14157833_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,15.1만,151000.0,https://series.naver.com/comic/detail.series?productNo=14157833,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:24,2026-06-19 01:17:27,2.7,2026-06-19 01:17:27,2026-06-19,01:17:27,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:27,True,20260618_054937,2026-06-18 05:58:04,15.1만,151000.0,0.0,0.0
fri,20,고독살인,부향연,850749,https://comic.naver.com/webtoon/list?titleId=850749&tab=fri,14168953,고독살인,고독살인 (총 8화/미완결),총 8화/미완결,8.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14168953,matched,ok,"고독살인 (총 8화/미완결)
평점
10.0 | 부향연 부향연 | 2026.06.04. | 총8화/미완결 | 3화 무료
무시 당하며 살아온 밑바닥 인생의 중년 남성 고영도는 술에 취해 사적인 장면이 담긴 영상을 남긴다. 그날의 영상이 실수로 생중계 되자, 외면 받던 그의 비참한 일상은 뜻밖의 관심을 받는다. 위로처럼 보였던 관심은 곧 고영..",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14168953_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,12.8만,128000.0,https://series.naver.com/comic/detail.series?productNo=14168953,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:28,2026-06-19 01:17:31,2.77,2026-06-19 01:17:31,2026-06-19,01:17:31,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:31,True,20260618_054937,2026-06-18 05:58:08,12.8만,128000.0,0.0,0.0
fri,65,후키,미리암 보나스트레,850943,https://comic.naver.com/webtoon/list?titleId=850943&tab=fri,14190949,후키,후키 (총 8화/미완결),총 8화/미완결,8.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14190949,matched,ok,"후키 (총 8화/미완결)
0.0 | 미리암 보나스트레 미리암 보나스트레 | 2026.06.04. | 총8화/미완결 | 3화 무료
다니와 도리안은 마법 학교 버스를 놓치고 말았습니다. 이제 두 사람은 자신들을 위대하고 훌륭한 마법사로 가르쳐 줄 누군가를 찾아야 합니다... 어쩌면, 그렇지 않을지도 모르지만요.",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14190949_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,2천,2000.0,https://series.naver.com/comic/detail.series?productNo=14190949,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:33,2026-06-19 01:17:35,2.4,2026-06-19 01:17:35,2026-06-19,01:17:35,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:35,True,20260618_054937,2026-06-18 05:58:12,2천,2000.0,0.0,0.0
fri,60,만약은 없다,시니,850976,https://comic.naver.com/webtoon/list?titleId=850976&tab=fri,14197030,만약은 없다,만약은 없다 (총 9화/미완결),총 9화/미완결,9.0,미완결,,,https://series.naver.com/comic/detail.series?productNo=14197030,matched,ok,"만약은 없다 (총 9화/미완결)
평점
9.8 | 남궁인, 시니 본인 | 2026.06.04. | 총9화/미완결 | 4화 무료
살리거나, 죽거나. 이곳에 만약은 없다. 생과 사가 교차하는 응급실에서 가장 지독한 하루를 견뎌내는 자들의 이야기.",fri,1,fri,1,thu,fri,True,fri,금,thu,fri,14197030_fri,post_24h,어제 밤 10시 공개 이후 증가분 확인용 수집,1.2만,12000.0,https://series.naver.com/comic/detail.series?productNo=14197030,20260619_010010,fri,금,2026-06-19 01:00:10,2026-06-19,01:00:10,2026-06-19 01:17:36,2026-06-19 01:17:39,2.57,2026-06-19 01:17:39,2026-06-19,01:17:39,2026-06-19 01:17:41,1050.35,2026-06-19 01:17:39,True,20260618_054937,2026-06-18 05:58:16,1.2만,12000.0,0.0,0.0
